ID,Prompt Title,Audience,Category,Subcategory,Key Stage,Subject,SEND Tag,Compliance Tags,Free/Premium,SEO Keyword,Prompt
S034,Autism Parent Partnership Builder,SENCO,Autism,Parent Partnership,Any,Any Subject,ASD,"GDPR Friendly, SEND Friendly",Premium,autism parent partnership plan UK SENCO school family,"You are an AI assistant helping a UK SENCO build a strong parent partnership plan for the family of an autistic pupil at [KEY STAGE]. Research consistently shows that family involvement significantly improves outcomes for autistic pupils. Design a partnership plan covering: a key contact structure (named SENCO and class teacher as single points of contact); a home-school communication system (daily or weekly log, frequency and format agreed with parents); a termly parent review meeting template (agenda, duration, and participant list); a parent information and support pack (NAS resources, local authority SEND IASS contact, support groups); a parent workshop or training opportunity (e.g., SPELL-framework workshop or parent-delivered NAS Early Bird programme for younger pupils); and a parent consultation process for EHCP or SEND support plan reviews. Include a parent wellbeing check-in note (recognising that parents of autistic children often experience significant stress). Align to SEND Code of Practice 2015 parent partnership requirements and NAS parent support guidance."
S035,Autism Lunchtime Support Plan,SENCO,Autism,Lunchtime Support,Any,Any Subject,ASD,"GDPR Friendly, SEND Friendly",Premium,autism lunchtime support plan UK school SENCO sensory,"You are an AI assistant helping a UK SENCO design a lunchtime support plan for an autistic pupil at [KEY STAGE] who finds the lunchtime period particularly difficult. Lunchtime presents multiple sensory, social, and executive function challenges for autistic pupils: noise, crowds, unpredictability, and unstructured time. Design a plan covering: an alternative or modified lunchtime option (e.g., eating in a quieter location for part of the lunch period); a structured lunchtime routine (where to go, what to do, in what order — described as a visual schedule); a designated safe space available during lunchtime; a supported social opportunity during lunch for developing peer relationships at the pupil's pace; lunchtime staff briefing (what to look for, what to do if the pupil becomes distressed); and a parent communication about the plan. Include a review process at four weeks. Provide a brief note on the difference between appropriate support and enforced participation. Align to NAS SPELL framework, SEND Code of Practice, and the school's lunchtime supervision policy."
S036,Autism School Trip Risk Assessment,SENCO,Autism,Risk Assessment,Any,Any Subject,ASD,"GDPR Friendly, SEND Friendly, Safeguarding Checked",Premium,autism school trip risk assessment UK SENCO planning,"You are an AI assistant helping a UK SENCO complete an autism-specific risk assessment for a pupil on the autism spectrum participating in a school trip to [DESTINATION]. The general school trip risk assessment has already been completed. This document addresses additional SEND-specific risks and mitigations. Design an autism-specific risk assessment covering: sensory risks at the venue (noise levels, lighting, crowds, textures, smells); communication risks (what happens if the pupil cannot communicate distress?); transition and schedule change risks (how to communicate changes to the itinerary?); elopement risk (the pupil's likelihood of walking away and the supervision plan); meltdown or shutdown risk (triggers on the trip, prevention strategies, and response plan); and medical needs (any medications or physical health needs relevant to the trip). For each risk, provide: risk level (low, medium, high); specific mitigation; and named responsible adult. Include a pre-trip preparation plan for the pupil. Align to SEND Code of Practice, H&S legislation, and NAS inclusion guidance."
S037,Autism EHCP Evidence Builder,SENCO,Autism,EHCP Evidence,Any,Any Subject,ASD,"GDPR Friendly, SEND Friendly",Premium,autism EHCP evidence builder UK SENCO application support,"You are an AI assistant helping a UK SENCO compile evidence for an Education, Health and Care Needs Assessment (EHCNA) request for an autistic pupil at [KEY STAGE] whose needs are not currently being adequately met through SEND Support. The request will be submitted to the Local Authority under the SEND Code of Practice 2015, Section 9.4. Generate a complete evidence pack guide covering: a school evidence summary (two years of Graduated Approach documentation, SEND Support Plan reviews, assessment data showing limited progress); educational psychology assessment evidence (when to refer and what tests are relevant); external agency reports (SALT, OT, CAMHS, paediatrics); pupil voice evidence; parent and carer evidence; current provision map and SEND support costs; and a covering letter from the SENCO summarising the case for EHCNA. Include a letter template for the covering note. Provide a brief guide on the 20-week EHCNA timeline. Align to SEND Code of Practice 2015 and Local Authority EHCNA guidance."
S038,Autism Secondary Transfer Pack,SENCO,Autism,Transition,KS2,Any Subject,ASD,"GDPR Friendly, SEND Friendly",Premium,autism secondary transfer pack UK SENCO Year 6 7 transition,"You are an AI assistant helping a UK primary SENCO prepare a comprehensive secondary transfer pack for an autistic pupil transitioning from Year 6 to Year 7. This pack is more detailed and structured than the standard transition pack for neurotypical pupils, in recognition of the greater challenge the transition poses for autistic young people. Design the pack including: a detailed SEND profile document for the receiving secondary school (covering communication, sensory, social, learning, and behavioural needs with specific strategies); a pupil passport in the pupil's voice; visual preparation materials (photos of the new school, map, timetable template); a graduated visit programme plan (more visits, over a longer period, with specific focus areas); a SENCO-to-SENCO handover meeting agenda; an EHCP transition review minutes template; and a parent partnership guide. Include a six-week post-transfer settling-in monitoring plan. Align to SEND Code of Practice 2015 transition requirements and NAS secondary transfer guidance."
S039,Autism Exclusion Risk Reduction Plan,SENCO,Autism,Exclusion Prevention,KS3-5,Any Subject,ASD,"GDPR Friendly, SEND Friendly, Safeguarding Checked",Premium,autism exclusion risk reduction plan UK SENCO school,"You are an AI assistant helping a UK SENCO design an exclusion risk reduction plan for an autistic pupil at [KEY STAGE] who is at risk of fixed-period or permanent exclusion due to [DESCRIBE INCIDENTS]. Autistic pupils are significantly over-represented in school exclusion statistics, often due to behaviour that is a direct expression of unmet SEND needs rather than deliberate misbehaviour. Design a plan covering: a root cause analysis of the presenting behaviour (identifying SEND, sensory, or communication factors underlying each incident); a review of whether the school has made all reasonable adjustments under the Equalities Act 2010; a revised support plan addressing identified unmet needs; an EHCP application or review trigger if current support is insufficient; multi-agency consultation plan (EP, SALT, CAMHS, as appropriate); a behaviour response approach aligned to autism understanding (low arousal, no punitive responses to SEND-driven behaviour); and a parent partnership plan. Include the legal context: exclusion of autistic pupils must not be the result of disability-related behaviour without reasonable adjustments. Align to DfE exclusion guidance, SEND Code of Practice, and Equalities Act 2010."
S040,Autism Masking Awareness Tool,SENCO,Autism,Masking Awareness,Any,Any Subject,ASD,"GDPR Friendly, SEND Friendly",Premium,autism masking awareness UK SENCO school staff guide,"You are an AI assistant helping a UK SENCO create a staff awareness guide on autism masking (also known as camouflaging) for the teaching and support staff at [SCHOOL TYPE]. Masking is the learned behaviour of autistic people, particularly autistic girls and women, of concealing or suppressing autistic traits to appear neurotypical. It is associated with significant mental health risks including burnout, anxiety, and depression. Write a staff guide covering: what masking is and why autistic pupils do it; who is most likely to mask (autistic girls, pupils with high academic ability, or pupils in social environments that feel unsafe); the warning signs that a pupil may be masking (appears fine in school but reports being exhausted or distressed at home; appears to copy peers' social behaviours; melts down at home but not in school); the risks of undetected masking (late diagnosis, mental health deterioration, school refusal); what staff can do to create safer environments where autistic pupils feel less need to mask. Align to NAS guidance on autism and gender, and emerging research on autistic masking."
S041,Dyslexia Reading Scaffold Creator,SENCO,Dyslexia,Reading Scaffolds,Any,Any Subject,DYS,"GDPR Friendly, SEND Friendly, UK Curriculum Aligned",Free,dyslexia reading scaffold UK school SENCO teacher resource,"You are an AI assistant helping a UK SENCO or teacher create reading scaffolds for a pupil with dyslexia at [KEY STAGE] in [SUBJECT], who struggles with decoding, fluency, or comprehension when accessing written texts. Design a set of reading scaffolds that make the text accessible without removing intellectual challenge. Include: a vocabulary pre-teaching glossary for the 10 most challenging words in the text; a text reformatting guide (font type and size, line spacing, and background colour recommendations from the British Dyslexia Association — Lexie Readable or OpenDyslexic fonts, cream or yellow background); a chunked version of the text broken into short paragraphs with subheadings; a guided reading annotation guide with five question prompts; and an alternative comprehension activity (e.g., drawing or labelling instead of extended writing). Include a brief teacher note on reading texts aloud or providing audio recordings. Align to British Dyslexia Association guidance and the SEND Code of Practice."
S042,Dyslexia Writing Support Builder,SENCO,Dyslexia,Writing Support,Any,Any Subject,DYS,"GDPR Friendly, SEND Friendly, UK Curriculum Aligned",Free,dyslexia writing support UK school SENCO scaffolds teacher,"You are an AI assistant helping a UK SENCO or teacher provide writing support for a pupil with dyslexia at [KEY STAGE] in [SUBJECT] who struggles with spelling, handwriting, word retrieval, or organising ideas in writing. Design a set of writing support strategies including: a writing frame or graphic organiser for the specific task type (e.g., essay, report, or story); a word bank of key vocabulary for the task; a sentence frame bank with five to eight sentence starters for different parts of the writing; a spelling strategy for high-frequency errors (e.g., Look-Say-Cover-Write-Check, or Simultaneous Oral Spelling); an alternative recording option (voice-to-text, scribe, or audio recording); and a brief teacher marking note on prioritising content quality over surface spelling errors when giving feedback to pupils with dyslexia. Ensure all supports are age-appropriate and maintain the level of intellectual challenge expected for the key stage. Align to British Dyslexia Association guidance and the SEND Code of Practice."
S043,Dyslexia Vocabulary Planner,SENCO,Dyslexia,Vocabulary,Any,Any Subject,DYS,"GDPR Friendly, SEND Friendly",Premium,dyslexia vocabulary support plan UK SENCO subject teacher,"You are an AI assistant helping a UK SENCO or subject teacher design a vocabulary support plan for a pupil with dyslexia at [KEY STAGE] in [SUBJECT], who has difficulty learning, retaining, and retrieving subject-specific vocabulary due to dyslexia. Design a vocabulary support plan covering: a pre-teaching strategy (introducing the 10 key words before the lesson begins, with multi-sensory encoding: visual, auditory, and kinaesthetic); a personal vocabulary book the pupil maintains (word, definition in their own words, and a picture or memory cue); a rehearsal and retrieval strategy for learning new vocabulary (spaced practice with the personal vocabulary book); a word attack strategy for decoding unknown words during reading (syllable breaking, prefix/suffix recognition); and a classroom visual aid (vocabulary wall or card set) the pupil can reference during tasks. Include a brief note for parents on supporting vocabulary learning at home. Provide a six-week vocabulary teaching and review cycle. Align to British Dyslexia Association guidance and EEF vocabulary instruction evidence."
S044,Dyslexia Spelling Programme Builder,SENCO,Dyslexia,Spelling,KS2-5,Any Subject,DYS,"GDPR Friendly, SEND Friendly",Premium,dyslexia spelling programme UK school SENCO intervention,"You are an AI assistant helping a UK SENCO design a structured spelling intervention programme for a pupil with dyslexia at [KEY STAGE] who is significantly below age-expected spelling level. Design a 12-week spelling programme including: a spelling assessment to identify the pupil's current spelling patterns and errors; a structured synthetic phonics review if phonics gaps are identified; a multi-sensory spelling teaching approach (visual, auditory, kinaesthetic, and tactile methods: tracing, magnetic letters, colour coding); a weekly teaching cycle (introduce four words Monday, practise Tuesday-Thursday using multi-sensory methods, test Friday); the first three weeks of content (high-frequency dyslexia word lists from the Dolch or Fry lists, or subject-specific word lists); and a progress monitoring system using a pre and post spelling test at weeks 1 and 12. Include parent guidance on practising spelling at home. Suggest appropriate evidence-based programmes (e.g., Alpha to Omega, Toe by Toe). Align to British Dyslexia Association structured literacy principles."
S045,Dyslexia Exam Access Guide,SENCO,Dyslexia,Exam Access,KS4-5,Any Subject,DYS,"GDPR Friendly, SEND Friendly",Premium,dyslexia exam access arrangements UK SENCO JCQ GCSE,"You are an AI assistant helping a UK SENCO prepare a JCQ exam access arrangement application for a pupil with dyslexia at [KEY STAGE 4 or 5] sitting [EXAM BOARD] examinations. Dyslexia is a recognised specific learning difficulty that may justify several JCQ access arrangements. Produce a comprehensive evidence pack guide covering: the relevant JCQ arrangements for dyslexia (extra time 25%, reader, scribe, computer with spell-check disabled, coloured overlays, modified enlarged paper); evidence requirements for each arrangement (Form 8, psychometric assessment evidence including standardised scores, normal way of working evidence); recommended psychometric tests (e.g., WIAT-III UK, YARC, or BAS3 reading and writing subtests); the centre policy statement on normal way of working; a timeline for completing assessments and submitting applications; and an appeal process guide for rejected applications. Include a brief note on the SENCO's role as qualified assessor versus commissioning external assessment. Align to current JCQ Access Arrangements and Reasonable Adjustments guidance."
S046,Dyslexia Friendly Resource Checker,SENCO,Dyslexia,Resource Review,Any,Any Subject,DYS,"GDPR Friendly, SEND Friendly",Free,dyslexia friendly resources checklist UK SENCO school audit,"You are an AI assistant helping a UK SENCO conduct a dyslexia-friendly resource audit for [SUBJECT] at [SCHOOL TYPE]. Many standard classroom resources create unnecessary barriers for pupils with dyslexia due to font choice, layout, colour, and density of text. Produce a 20-item dyslexia-friendly resource checklist covering: font type (sans-serif, minimum size 12, ideally 14); line spacing (minimum 1.5x); background colour (cream, yellow, or pastel — not white); text density (generous white space, short paragraphs); colour and formatting (avoid underlining; use bold for emphasis instead); use of images and diagrams to supplement text; table layout clarity; instruction style (numbered steps, not continuous prose); reading level appropriateness; and availability in audio or digital format. For each checklist item, provide a yes/no rating and a simple fix if the answer is no. Include a brief guide on creating dyslexia-friendly PowerPoint slides. Align to British Dyslexia Association Style Guide and SEND Code of Practice."
S047,Dyslexia Classroom Audit Tool,SENCO,Dyslexia,Environment Audit,Any,Any Subject,DYS,"GDPR Friendly, SEND Friendly",Premium,dyslexia classroom audit tool UK SENCO school environment,"You are an AI assistant helping a UK SENCO conduct a classroom environment audit specifically focused on dyslexia-friendly practice for [SUBJECT] at [SCHOOL TYPE]. The audit reviews whether the classroom environment and teaching practice support pupils with dyslexia. Design a 25-item audit tool covering five domains: (1) written resources (font, layout, colour, and text density); (2) visual displays (readability of board, word walls, and displays); (3) teaching strategies (multi-sensory instruction, oral alternatives to written responses, wait time for processing); (4) assessment practices (alternative recording options, focus on content over surface errors, reduced copying from the board); and (5) classroom culture (attitudes to reading and writing difficulties, peer awareness, and dignity for pupils with dyslexia). For each item, provide a yes/no/partial rating and a suggested improvement. Produce an audit summary with three priority actions. Include a brief note for class teachers on making adjustments without highlighting individual pupils. Align to BDA guidance and SEND Code of Practice."
S048,Dyslexia Parent Information Sheet,SENCO,Dyslexia,Parent Information,Any,Any Subject,DYS,"GDPR Friendly, SEND Friendly",Free,dyslexia parent information sheet UK school SENCO guide,"You are an AI assistant helping a UK SENCO write a clear and accessible parent information sheet about dyslexia for families of a pupil recently identified as having dyslexia at [SCHOOL TYPE]. Many parents have limited knowledge of dyslexia and may feel anxious or overwhelmed. Write an information sheet covering: what dyslexia is (brief, jargon-free explanation); how dyslexia affects learning in school (reading, spelling, writing, and processing); what the school is doing to support the pupil; how parents can support at home (reading together, use of audiobooks, encouraging strengths); what access arrangements are available in exams; where to get more information (British Dyslexia Association, Dyslexia Action); and the pupil's legal rights under the SEND Code of Practice and Equalities Act 2010. Keep the sheet to one page of A4 in a dyslexia-friendly format (clear font, adequate spacing, accessible language). Include a FAQ section with five common parent questions. Align to BDA guidance and SEND Code of Practice 2015."
S049,Dyslexia IEP Target Generator,SENCO,Dyslexia,IEP Targets,Any,Any Subject,DYS,"GDPR Friendly, SEND Friendly",Premium,dyslexia IEP targets SMART UK SENCO SEND support plan,"You are an AI assistant helping a UK SENCO write SMART IEP or SEND Support Plan targets for a pupil with dyslexia at [KEY STAGE]. The pupil's current key difficulties are [DESCRIBE, e.g., reading fluency significantly below age expectations, poor phonological awareness, difficulty with written expression, or working memory affecting reading comprehension]. Generate 10 SMART targets across four domains: (1) reading targets (e.g., 'By [DATE], [PUPIL] will read a passage of Year [X] text at [TARGET WORDS PER MINUTE] with [TARGET]% accuracy, as measured by a reading fluency assessment'); (2) spelling targets; (3) writing targets; and (4) compensatory strategy targets (e.g., use of a reading pen, audio resources, or text-to-speech software). For each target, provide: the target statement; measurement method; monitoring frequency; who monitors it; and what success looks like. Ensure targets are ambitious but realistic, and involve the pupil and family in setting. Align to SEND Code of Practice Graduated Approach and BDA guidance."
S050,Dyslexia Intervention Programme Builder,SENCO,Dyslexia,Intervention,Any,Any Subject,DYS,"GDPR Friendly, SEND Friendly",Premium,dyslexia intervention programme UK school SENCO structured literacy,"You are an AI assistant helping a UK SENCO design a structured literacy intervention programme for a pupil with dyslexia at [KEY STAGE] who is [X MONTHS/YEARS] behind in reading and spelling. The programme will be delivered by [TEACHER or TA] for [FREQUENCY AND DURATION, e.g., four 20-minute sessions per week]. Design a 12-week intervention programme based on structured literacy principles (explicit, systematic phonics instruction; multi-sensory teaching; cumulative and sequential content) covering: weeks 1-3 (phonological awareness and phoneme-grapheme correspondence review); weeks 4-6 (blending, segmenting, and decoding strategies); weeks 7-9 (fluency building with decodable texts); weeks 10-12 (reading comprehension strategies and application to subject texts). Include a session plan template; a progress monitoring schedule (pre-intervention, week 6 mid-point, and week 12 post-intervention assessments); and a resource list. Align to BDA structured literacy principles, EEF phonics guidance, and SEND Code of Practice."
S051,Dyslexia Annual Review Writer,SENCO,Dyslexia,Annual Review,Any,Any Subject,DYS,"GDPR Friendly, SEND Friendly",Premium,dyslexia annual review EHCP UK SENCO writer report,"You are an AI assistant helping a UK SENCO write an Annual Review report for a pupil with dyslexia who has an Education, Health and Care Plan (EHCP). Write a complete review report covering: a progress review against each EHCP outcome for literacy (reading, spelling, writing, and comprehension) with specific assessment data; a strengths-based overview of the pupil's progress; an updated needs description reflecting current literacy levels (standardised scores from recent assessment); pupil voice contribution; parent and carer views; professional contributions (EP, specialist teacher, and class teacher); a recommendation: maintain, amend, or cease EHCP; and a draft revised section F provision if amendments are recommended. Include specific recommended provision for next year (e.g., one-to-one structured literacy session frequency, assistive technology, and exam access arrangements). Use strengths-based language throughout and avoid deficit framing. Include specific literacy assessment data (reading age, spelling age, comprehension level). Align to SEND Code of Practice 2015 Annual Review requirements."
S052,Dyslexia Staff Briefing Generator,SENCO,Dyslexia,Staff Awareness,Any,Any Subject,DYS,"GDPR Friendly, SEND Friendly",Free,dyslexia staff briefing UK SENCO school teacher awareness,"You are an AI assistant helping a UK SENCO write a practical staff briefing on supporting pupils with dyslexia for all staff at [SCHOOL TYPE]. The briefing should be informative, strengths-focused, and immediately actionable. Write a two-page briefing covering: a brief, accurate description of dyslexia (what it is and what causes it, including the neurological basis); five ways dyslexia affects pupils in school (reading, spelling, writing, processing speed, and working memory); five high-impact, low-cost strategies all staff should implement (e.g., dyslexia-friendly resources, oral alternatives to written response, positive feedback on content not spelling, and reading time without cold-calling); three common myths to dispel (dyslexia is not laziness, poor vision, or low intelligence); and where to get more information. Celebrate the strengths often associated with dyslexia (creativity, problem-solving, spatial reasoning). Include a brief contact note for the SENCO. Align to BDA guidance and SEND Code of Practice."
S053,Dyslexia GCSE Strategy Planner,SENCO,Dyslexia,GCSE Support,KS4,Any Subject,DYS,"GDPR Friendly, SEND Friendly",Premium,dyslexia GCSE strategy plan UK SENCO secondary support,"You are an AI assistant helping a UK SENCO and pupil design a GCSE success strategy for a pupil with dyslexia at Key Stage 4. The pupil is taking [LIST GCSE SUBJECTS] and has [DESCRIBE DYSLEXIA PROFILE, e.g., reading age 2 years below chronological age, significant spelling difficulties, but strong verbal reasoning]. Design a subject-by-subject GCSE strategy plan covering: for each subject, the two biggest dyslexia-related challenges and three specific strategies to address them; a cross-curricular strategy for managing reading demands (e.g., exam board audio resources, text-to-speech apps); a revision strategy tailored to dyslexia strengths (visual mind maps, recorded revision notes, colour coding); a JCQ access arrangement plan specifying confirmed arrangements; an exam technique guide specific to dyslexia (managing time, reading questions carefully, using rest breaks); and a support network plan (SENCO contact, trusted teachers, parent support). Include a pupil-facing goals card. Align to JCQ guidance, BDA GCSE guidance, and SEND Code of Practice."
S054,Dyslexia Pupil Passport Builder,SENCO,Dyslexia,Pupil Passport,Any,Any Subject,DYS,"GDPR Friendly, SEND Friendly",Free,dyslexia pupil passport UK SENCO all about me school card,"You are an AI assistant helping a UK SENCO co-produce a dyslexia-informed pupil passport with a pupil at [KEY STAGE]. A pupil passport is a brief, pupil-owned document that helps all staff understand how to support the pupil effectively and respectfully. Design a pupil passport template and generate an example completed version including: the pupil's first name and a strength statement; what helps them learn (e.g., hearing instructions read aloud, having extra time, using coloured overlays); what makes learning harder (e.g., lots of reading from the board, timed spelling tests, being asked to read aloud without warning); how they like to record their work (written, typed, or verbal); how they prefer to receive feedback; and one thing they want their teachers to know about dyslexia and about them. Write in the pupil's own voice. Include a brief note for staff reminding them that the passport is confidential. Provide two versions: primary (visual, simple) and secondary (written, more detailed). Align to BDA guidance and SEND Code of Practice pupil voice requirements."
S055,Dyslexia Marking Adaptation Guide,SENCO,Dyslexia,Marking Adaptations,Any,Any Subject,DYS,"GDPR Friendly, SEND Friendly",Premium,dyslexia marking feedback UK SENCO teacher adaptation guide,"You are an AI assistant helping a UK SENCO produce guidance for teachers on adapting their marking and feedback practice for pupils with dyslexia at [SCHOOL TYPE]. Standard marking that penalises spelling errors is both demotivating for pupils with dyslexia and inconsistent with the Equalities Act 2010 reasonable adjustments duty. Produce a marking adaptation guide covering: the principle of separating content assessment from surface feature assessment; a content-first marking approach (mark ideas, knowledge, and analysis first; then note one spelling or grammar target as a next step); specific marking language to use and to avoid when feeding back on writing with spelling errors; a 'spelling target of the week' approach instead of blanket error correction; guidance on marking in the pupil's preferred colour (not red for many pupils with dyslexia); and a note on JCQ and exam marking: in formal exams, spelling and punctuation marks are assessed separately, so supporting good exam technique is key. Align to BDA guidance, Equalities Act 2010, and JCQ marking guidance."
S056,Dyslexia Reading Age Tracker,SENCO,Dyslexia,Progress Tracking,Any,Any Subject,DYS,"GDPR Friendly, SEND Friendly",Premium,dyslexia reading age tracker UK SENCO progress monitoring,"You are an AI assistant helping a UK SENCO design a reading age tracking system for pupils with dyslexia at [SCHOOL TYPE]. Regular, standardised reading assessment is essential to measure the impact of dyslexia interventions and to ensure pupils are making accelerated progress. Design a reading age tracking system covering: a schedule of standardised reading assessments (e.g., YARC, NARA II, or Salford Reading Test) at the start of the year, mid-year, and end of year; a data recording template showing reading age, standardised score, and chronological age at each assessment point; a progress analysis guide (is the pupil closing the gap? Is reading age increasing at a faster rate than chronological age?); a graphing tool for visualising reading age progress over time; and an action planning guide based on assessment results. Include a brief note on interpreting standardised scores for parents and staff. Suggest a ceiling: if a pupil's reading is not improving, what triggers an escalation to the SENCO or EP? Align to BDA evidence standards and SEND Code of Practice."
S057,Dyslexia Homework Adaptation Tool,SENCO,Dyslexia,Homework,Any,Any Subject,DYS,"GDPR Friendly, SEND Friendly",Premium,dyslexia homework adaptation UK school SENCO parent guide,"You are an AI assistant helping a UK SENCO design homework adaptations for a pupil with dyslexia at [KEY STAGE] in [SUBJECT]. Homework is often a significant source of stress for pupils with dyslexia and their families. Design a set of adaptations that make homework accessible without reducing academic expectation. Include: alternative formats for homework completion (audio recording, photographs of diagrams, PowerPoint instead of written essay); time adaptation guidance (reduced quantity for the same learning goal, or extended deadline by one day); a study skills guide specific to dyslexia for home use (read-aloud tools, voice-to-text apps, audiobooks); a parent briefing on how to support without doing the homework for the pupil; and a teacher note on assessing homework equitably for pupils with dyslexia (content over surface errors). Include a template for the pupil to communicate to each subject teacher what adaptations they need. Provide a list of free digital tools suitable for dyslexic learners (e.g., Speechify, Google Read and Write). Align to BDA homework guidance and SEND Code of Practice."
S058,Dyslexia Secondary Transfer Planner,SENCO,Dyslexia,Transition,KS2,Any Subject,DYS,"GDPR Friendly, SEND Friendly",Premium,dyslexia secondary school transfer plan UK SENCO Year 6 7,"You are an AI assistant helping a UK primary SENCO plan the Year 6 to Year 7 transfer for a pupil with dyslexia. Secondary school introduces significantly greater reading and writing demands across many subjects, and effective transfer planning reduces the risk of the pupil experiencing increased difficulties without adequate support. Design a transfer plan covering: a SENCO-to-SENCO information sharing meeting (what to share, how, and by when); a comprehensive SEND profile for the receiving school (literacy levels, strategies that work, access arrangements history, and current provision); a letter to all secondary teachers explaining dyslexia and the pupil's adaptations; a meeting with the secondary SENCO to review the pupil's current assessment data; a first-half-term check-in plan for the secondary school; and a parent briefing on advocating for their child in secondary school. Include a resource pack for the secondary SENCO (BDA guidance, intervention programme summaries). Align to SEND Code of Practice transition requirements and BDA secondary transition guidance."
S059,Dyslexia EHCP Evidence Builder,SENCO,Dyslexia,EHCP Evidence,Any,Any Subject,DYS,"GDPR Friendly, SEND Friendly",Premium,dyslexia EHCP evidence builder UK SENCO application needs assessment,"You are an AI assistant helping a UK SENCO compile evidence for an Education, Health and Care Needs Assessment (EHCNA) request for a pupil with dyslexia at [KEY STAGE] whose needs have not been adequately met through SEND Support alone. Produce an evidence pack guide covering: two to three years of Graduated Approach documentation showing the cycle of assess, plan, do, and review; standardised assessment results showing reading and spelling levels significantly below age expectations; intervention programme records including pre and post assessments; evidence of impact (or limited impact) of current provision; an educational psychologist's or specialist teacher's assessment report; pupil and parent views; current provision map and SEND support costs; and a covering letter from the SENCO. Include a letter template. Provide a timeline for the 20-week EHCNA process. Include a brief guide on what the LA must consider when deciding whether to undertake the assessment. Align to SEND Code of Practice 2015 Section 9.4 and BDA EHCP guidance."
S060,Dyslexia Technology Toolkit Builder,SENCO,Dyslexia,Assistive Technology,KS2-5,Any Subject,DYS,"GDPR Friendly, SEND Friendly",Premium,dyslexia assistive technology toolkit UK school SENCO tools,"You are an AI assistant helping a UK SENCO build a personalised assistive technology toolkit for a pupil with dyslexia at [KEY STAGE]. Assistive technology significantly reduces the barriers dyslexia creates without reducing the learning demand, and is increasingly recognised as a reasonable adjustment under the Equalities Act 2010. Design a toolkit covering: five recommended apps or software tools for reading support (e.g., Google Read and Write, Speechify, Natural Reader, or Microsoft Immersive Reader — for reading text aloud, highlighting, and text-to-speech); three tools for writing support (e.g., voice-to-text on Google Docs, Grammarly, or word prediction software); two tools for organisation and note-taking (e.g., mind mapping tools); hardware options if available (e.g., scanning pen or C-Pen Reader); guidance on introducing the technology gradually with a practice plan; and a parent guide on free tools at home. Include a brief note on JCQ and assistive technology in formal examinations. Align to BDA assistive technology guidance and SEND Code of Practice."
S061,Emotional Regulation Builder,SENCO,SEMH,Emotional Regulation,Any,Any Subject,SEMH,"GDPR Friendly, SEND Friendly, Safeguarding Checked",Free,emotional regulation activities UK school SENCO SEMH,"You are an AI assistant helping a UK SENCO or pastoral lead design emotional regulation support activities for a pupil at [KEY STAGE] who struggles to identify, manage, and regulate their emotions in school. Drawing on the Zones of Regulation framework and evidence-based SEMH approaches, design a set of five emotional regulation activities for use in one-to-one support sessions or within a small group. Activities should cover: (1) building emotional vocabulary using a feelings wheel; (2) body mapping (identifying where different emotions feel in the body); (3) an emotion thermometer for self-monitoring arousal levels; (4) a regulation toolbox activity (identifying five personal strategies for calming down); and (5) a daily mood check-in routine the pupil can use independently. For each activity, provide materials needed, facilitator instructions, and a pupil-friendly version. Include a brief parent guide on supporting emotional regulation at home. Align to Zones of Regulation framework, SEMH best practice, and SEND Code of Practice."
S062,Reflection Activity Generator,SENCO,SEMH,Reflection,Any,Any Subject,SEMH,"GDPR Friendly, SEND Friendly, Safeguarding Checked",Free,SEMH reflection activities UK school SENCO pastoral support,"You are an AI assistant helping a UK SENCO or pastoral worker design reflection activities for a pupil at [KEY STAGE] following a difficult incident, period of absence, or SEMH challenge. Reflection activities help pupils develop insight, emotional literacy, and self-regulation skills. Design five reflection activities suitable for individual pastoral sessions: (1) a visual 'what happened, how I felt, what I could do differently' reflection sheet; (2) a strengths-based self-reflection ('three things I did well today despite finding things difficult'); (3) a letter to my future self (describing how the pupil wants to feel and behave in three months); (4) a mood journal page with structured prompts; and (5) a goal-setting reflection sheet ('one small step I will take this week'). For each activity, provide the activity materials, facilitator prompts, and a note on how to create a psychologically safe space for reflection. Include a safeguarding note: if reflection activities surface disclosures, the worker must follow the school's safeguarding procedure. Align to SEMH practice and SEND Code of Practice."
S063,SEMH Risk Assessment Tool,SENCO,SEMH,Risk Assessment,Any,Any Subject,SEMH,"GDPR Friendly, Safeguarding Checked, SEND Friendly",Premium,SEMH risk assessment tool UK school SENCO safeguarding,"You are an AI assistant helping a UK SENCO or pastoral lead conduct a structured SEMH risk assessment for a pupil at [KEY STAGE] who has been identified as having significant Social, Emotional and Mental Health (SEMH) needs. This risk assessment informs the level and type of support the school provides. Design a risk assessment tool covering: (1) a current needs overview (presenting SEMH difficulties and their impact on learning and wellbeing); (2) risk factors (adverse childhood experiences, family context, attendance, peer relationships, and known mental health difficulties); (3) protective factors (supportive relationships, strengths, interests, and coping strategies); (4) current risk level across four domains: self-harm risk, harm to others risk, school exclusion risk, and mental health crisis risk; (5) current and planned interventions; and (6) multi-agency considerations (CAMHS, Early Help, Social Care referral triggers). Include a safeguarding escalation decision tree. Provide a record-keeping template. Align to KCSIE 2024, SEND Code of Practice, and SEMH statutory guidance."
